Gene Name	Gene Start (bp)	Gene End (bp)	Chromosome Name	Strand
estExt_Genewise1.C_260051	354216	358098	scaffold_26	-1
Genemark1.601_g	3167159	3168012	scaffold_1	-1
estExt_Genemark1.C_80272	1541048	1546249	scaffold_8	-1
estExt_Genemark1.C_20110	723211	725291	scaffold_2	-1
Genemark1.1191_g	2357339	2366553	scaffold_2	1
estExt_Genemark1.C_200036	186729	195928	scaffold_20	1
e_gw1.10.174.1	1861431	1863597	scaffold_10	1
fgenesh1_pg.6_#_233	1511431	1519545	scaffold_6	1
Genemark1.2060_g	265593	269329	scaffold_4	1
estExt_Genewise1Plus.C_20673	3264748	3266118	scaffold_2	1
fgenesh1_pg.1_#_73	500610	522350	scaffold_1	-1
fgenesh1_pm.4_#_188	2134663	2136199	scaffold_4	1
fgenesh1_pg.21_#_120	918295	924125	scaffold_21	-1
Genemark1.5944_g	65186	76063	scaffold_13	1
estExt_fgenesh1_pg.C_90065	467566	476612	scaffold_9	-1
fgenesh1_pg.25_#_47	344695	350656	scaffold_25	-1
fgenesh1_pg.3_#_182	1274363	1286068	scaffold_3	1
fgenesh1_kg.6_#_44_#_3914_0_CBOZ4817.g1_CBOZ_CBPA	794318	794920	scaffold_6	-1
estExt_fgenesh1_pm.C_40085	1272111	1277856	scaffold_4	1
Genemark1.5529_g	1793040	1793462	scaffold_11	1
fgenesh1_kg.14_#_56_#_1035_1_CBOZ_CBPA	1013881	1015103	scaffold_14	-1
fgenesh1_pg.1_#_120	916538	923363	scaffold_1	1
Genemark1.6248_g	154357	157656	scaffold_14	1
Genemark1.3543_g	2034187	2036858	scaffold_6	-1
fgenesh1_kg.1_#_172_#_2760_1_CBOZ_CBPA	3321154	3321726	scaffold_1	-1
fgenesh1_kg.12_#_26_#_1271_1_CBOZ_CBPA	610490	611164	scaffold_12	-1
estExt_Genewise1.C_40404	1792840	1795536	scaffold_4	-1
Genemark1.7984_g	973811	975150	scaffold_20	1
estExt_Genewise1Plus.C_30375	1796667	1798443	scaffold_3	1
Genemark1.5604_g	275519	277552	scaffold_12	-1
Genemark1.4122_g	11814	21672	scaffold_8	1
fgenesh1_kg.4_#_32_#_0_0_CBOZ7351.b1_CBOZ_CBPA	847338	848089	scaffold_4	1
fgenesh1_kg.15_#_39_#_1917_1_CBOZ_CBPA	790280	791304	scaffold_15	-1
Genemark1.5893_g	1732542	1736173	scaffold_12	1
fgenesh1_kg.27_#_13_#_910_1_CBOZ_CBPA	171966	172656	scaffold_27	1
fgenesh1_kg.3_#_1_#_1073_1_CBOZ_CBPA	2430	3257	scaffold_3	-1
e_gw1.32.3.1	471	1499	scaffold_32	1
e_gw1.14.193.1	1001824	1003152	scaffold_14	1
estExt_Genemark1.C_210103	646835	649671	scaffold_21	-1
fgenesh1_kg.19_#_39_#_0_0_CBOZ4453.b1_CBOZ_CBPA	715459	716756	scaffold_19	1
e_gw1.9.175.1	232257	235265	scaffold_9	-1
estExt_Genewise1Plus.C_130138	688381	692102	scaffold_13	1
estExt_fgenesh1_pm.C_70174	1936765	1940349	scaffold_7	1
Genemark1.7144_g	368172	369182	scaffold_17	1
Genemark1.3713_g	391479	408340	scaffold_7	1
Genemark1.1917_g	2412798	2416562	scaffold_3	-1
estExt_Genewise1Plus.C_20388	1948609	1951228	scaffold_2	-1
estExt_Genewise1Plus.C_40050	293635	301032	scaffold_4	1
estExt_fgenesh1_pm.C_60064	837431	839973	scaffold_6	-1
gw1.24.82.1	443270	443503	scaffold_24	1
gw1.36.1.1	2623	4380	scaffold_36	1
estExt_Genewise1.C_130141	702298	704100	scaffold_13	1
estExt_Genemark1.C_70004	14406	18289	scaffold_7	1
estExt_fgenesh1_pm.C_120072	1026666	1028831	scaffold_12	-1
estExt_fgenesh1_pm.C_270015	195136	196891	scaffold_27	-1
e_gw1.6.216.1	2638432	2641273	scaffold_6	-1
estExt_Genemark1.C_150033	202674	203744	scaffold_15	1
estExt_Genewise1Plus.C_80344	1471995	1476732	scaffold_8	-1
estExt_Genemark1.C_90060	348962	350657	scaffold_9	1
fgenesh1_pg.17_#_73	592499	596743	scaffold_17	-1
estExt_fgenesh1_pg.C_120282	1798471	1801334	scaffold_12	1
fgenesh1_pg.10_#_65	538079	541918	scaffold_10	-1
Genemark1.7858_g	279845	289986	scaffold_20	-1
Genemark1.5434_g	1225418	1226076	scaffold_11	1
estExt_fgenesh1_pm.C_230049	763992	765850	scaffold_23	-1
fgenesh1_pg.17_#_89	699406	705811	scaffold_17	-1
fgenesh1_pg.24_#_16	181425	196385	scaffold_24	-1
fgenesh1_pg.10_#_242	1578900	1580734	scaffold_10	1
estExt_Genewise1.C_200144	645299	650911	scaffold_20	1
fgenesh1_pg.8_#_66	523752	527305	scaffold_8	-1
e_gw1.2.629.1	903314	904717	scaffold_2	1
e_gw1.22.11.1	569158	576469	scaffold_22	1
e_gw1.13.90.1	1547109	1551832	scaffold_13	1
Genemark1.5832_g	1448551	1449851	scaffold_12	1
Genemark1.6334_g	637971	640587	scaffold_14	-1
estExt_Genemark1.C_150031	175021	185207	scaffold_15	-1
estExt_Genewise1Plus.C_100038	353717	356429	scaffold_10	1
gw1.1.304.1	3242628	3245809	scaffold_1	-1
fgenesh1_pg.6_#_254	1623165	1632095	scaffold_6	1
Genemark1.1212_g	2457194	2458943	scaffold_2	1
estExt_fgenesh1_pm.C_160014	147740	150512	scaffold_16	-1
fgenesh1_pg.8_#_69	560576	562302	scaffold_8	1
fgenesh1_pm.12_#_129	1600236	1607109	scaffold_12	1
Genemark1.2480_g	2441452	2443266	scaffold_4	1
estExt_Genewise1Plus.C_20248	1411559	1413923	scaffold_2	1
Genemark1.8267_g	132384	139076	scaffold_22	-1
e_gw1.12.78.1	715719	719750	scaffold_12	-1
e_gw1.12.334.1	1721620	1723477	scaffold_12	1
estExt_fgenesh1_pm.C_40168	1959447	1963053	scaffold_4	1
fgenesh1_pg.25_#_15	90918	93032	scaffold_25	-1
estExt_Genemark1.C_30365	1918362	1919853	scaffold_3	-1
estExt_fgenesh1_pm.C_190110	1155165	1156469	scaffold_19	1
fgenesh1_kg.16_#_4_#_3049_1_CBOZ_CBPA	25733	26474	scaffold_16	1
estExt_Genemark1.C_230008	47953	61654	scaffold_23	1
estExt_fgenesh1_pm.C_70032	542986	545230	scaffold_7	1
estExt_Genemark1.C_120155	829249	833824	scaffold_12	1
estExt_Genemark1.C_30058	328412	332340	scaffold_3	-1
e_gw1.1.490.1	3582514	3585299	scaffold_1	1
Genemark1.283_g	1536517	1538112	scaffold_1	-1
e_gw1.21.89.1	485704	489273	scaffold_21	1
e_gw1.27.20.1	328405	329754	scaffold_27	1
estExt_fgenesh1_pm.C_130115	1383622	1385278	scaffold_13	1
estExt_Genemark1.C_10427	2338711	2342007	scaffold_1	-1
estExt_fgenesh1_pm.C_50140	1703149	1705361	scaffold_5	1
fgenesh1_pg.11_#_90	708886	710193	scaffold_11	-1
Genemark1.341_g	1924551	1925346	scaffold_1	1
estExt_Genewise1Plus.C_120259	1465335	1471963	scaffold_12	1
estExt_fgenesh1_pg.C_220012	57393	64875	scaffold_22	1
estExt_Genemark1.C_10635	3364402	3371145	scaffold_1	1
estExt_Genemark1.C_60170	875592	878777	scaffold_6	1
Genemark1.8190_g	837038	838544	scaffold_21	-1
Genemark1.1243_g	2635447	2637035	scaffold_2	-1
Genemark1.6613_g	460408	463580	scaffold_15	1
estExt_Genewise1Plus.C_270011	135500	138320	scaffold_27	-1
fgenesh1_kg.4_#_37_#_2383_1_CBOZ_CBPA	973451	974513	scaffold_4	1
Genemark1.3138_g	2938208	2947281	scaffold_5	-1
fgenesh1_pg.10_#_135	985388	989284	scaffold_10	-1
Genemark1.1278_g	2798037	2799659	scaffold_2	-1
Genemark1.7465_g	915702	919935	scaffold_18	1
Genemark1.4130_g	69465	71724	scaffold_8	-1
estExt_Genewise1Plus.C_20698	3360881	3366548	scaffold_2	1
estExt_Genemark1.C_210050	315254	320840	scaffold_21	-1
fgenesh1_pg.2_#_169	1299221	1305336	scaffold_2	-1
estExt_fgenesh1_pm.C_40140	1763834	1765204	scaffold_4	-1
fgenesh1_pg.1_#_525	3639917	3641168	scaffold_1	1
estExt_fgenesh1_pm.C_10213	2718421	2720718	scaffold_1	-1
fgenesh1_pg.4_#_260	1850133	1851657	scaffold_4	1
fgenesh1_kg.9_#_13_#_5127_0_CBOZ9834.g1_CBOZ_CBPA	216295	217069	scaffold_9	-1
estExt_Genewise1.C_80316	1348701	1350662	scaffold_8	1
fgenesh1_pm.3_#_73	847463	849797	scaffold_3	1
estExt_Genemark1.C_50157	832956	835291	scaffold_5	1
fgenesh1_pg.9_#_234	1576288	1584520	scaffold_9	1
e_gw1.5.143.1	89702	95249	scaffold_5	-1
estExt_fgenesh1_pg.C_230117	870236	882573	scaffold_23	1
estExt_Genewise1Plus.C_30539	2438682	2443252	scaffold_3	-1
Genemark1.3509_g	1870449	1874874	scaffold_6	-1
Genemark1.6046_g	638605	641047	scaffold_13	-1
fgenesh1_pg.10_#_115	897257	900530	scaffold_10	1
estExt_Genewise1.C_110384	1818421	1825443	scaffold_11	1
fgenesh1_pg.13_#_154	1086817	1091027	scaffold_13	1
estExt_fgenesh1_pm.C_70054	784018	798954	scaffold_7	-1
estExt_fgenesh1_pm.C_60113	1294732	1296630	scaffold_6	1
Genemark1.7652_g	466975	467656	scaffold_19	-1
Genemark1.1465_g	41055	44565	scaffold_3	-1
Genemark1.88_g	469579	470908	scaffold_1	1
estExt_Genewise1Plus.C_160217	1065614	1067171	scaffold_16	1
e_gw1.18.83.1	912243	915171	scaffold_18	-1
Genemark1.6465_g	1311382	1315535	scaffold_14	1
fgenesh1_kg.17_#_5_#_2537_1_CBOZ_CBPA	163333	166593	scaffold_17	1
e_gw1.11.269.1	39680	40294	scaffold_11	-1
fgenesh1_pg.19_#_89	654198	657865	scaffold_19	1
e_gw1.7.122.1	821432	823733	scaffold_7	-1
estExt_Genemark1.C_50401	2108043	2111903	scaffold_5	-1
fgenesh1_pm.21_#_36	674944	681514	scaffold_21	-1
Genemark1.207_g	1172657	1176889	scaffold_1	-1
estExt_Genewise1Plus.C_40104	721871	724955	scaffold_4	1
e_gw1.3.477.1	3026842	3028237	scaffold_3	-1
estExt_Genemark1.C_20112	729087	733795	scaffold_2	1
estExt_Genemark1.C_20138	871790	873371	scaffold_2	-1
fgenesh1_pg.17_#_34	273257	275046	scaffold_17	1
e_gw1.13.169.1	960797	962484	scaffold_13	-1
fgenesh1_kg.25_#_16_#_1945_1_CBOZ_CBPA	441418	442073	scaffold_25	1
estExt_Genewise1Plus.C_130311	1434233	1442620	scaffold_13	1
estExt_Genemark1.C_100147	838649	840876	scaffold_10	-1
Genemark1.1719_g	1376930	1378547	scaffold_3	-1
Genemark1.2595_g	26185	26731	scaffold_5	1
estExt_fgenesh1_pm.C_230060	921772	923341	scaffold_23	1
e_gw1.24.64.1	396336	398574	scaffold_24	1
estExt_fgenesh1_pg.C_60181	1220356	1224524	scaffold_6	-1
estExt_fgenesh1_pg.C_160206	1323232	1330096	scaffold_16	1
e_gw1.1.623.1	1124824	1125774	scaffold_1	1
estExt_fgenesh1_pm.C_10286	3520666	3523720	scaffold_1	-1
Genemark1.4835_g	44344	45417	scaffold_10	-1
e_gw1.4.454.1	2274764	2277561	scaffold_4	1
fgenesh1_pm.22_#_32	492159	496719	scaffold_22	-1
Genemark1.8857_g	331403	332451	scaffold_26	1
estExt_Genemark1.C_30015	73615	79073	scaffold_3	1
fgenesh1_kg.7_#_5_#_3894_1_CBOZ_CBPA	50944	53042	scaffold_7	1
Genemark1.4563_g	599152	599816	scaffold_9	1
e_gw1.5.367.1	1181241	1183275	scaffold_5	-1
Genemark1.6166_g	1316795	1320897	scaffold_13	-1
fgenesh1_kg.1_#_161_#_2020_1_CBOZ_CBPA	3044901	3047543	scaffold_1	-1
Genemark1.4736_g	1395399	1397428	scaffold_9	-1
e_gw1.7.235.1	1150291	1152234	scaffold_7	-1
Genemark1.782_g	193305	194432	scaffold_2	1
estExt_fgenesh1_pm.C_260003	53637	55651	scaffold_26	-1
Genemark1.3466_g	1660984	1662878	scaffold_6	1
e_gw1.30.15.1	7979	8230	scaffold_30	-1
fgenesh1_pg.9_#_52	394384	399161	scaffold_9	-1
fgenesh1_pg.1_#_571	3963521	3964148	scaffold_1	1
Genemark1.8878_g	443518	445021	scaffold_26	-1
fgenesh1_pm.18_#_27	367943	369033	scaffold_18	-1
e_gw1.10.331.1	10548	12416	scaffold_10	-1
fgenesh1_kg.4_#_24_#_5082_0_CBOZ8140.g1_CBOZ_CBPA	538111	538844	scaffold_4	1
e_gw1.7.348.1	1425151	1426420	scaffold_7	-1
estExt_fgenesh1_pm.C_40101	1445359	1447010	scaffold_4	-1
fgenesh1_kg.5_#_25_#_4548_0_CBOZ2638.g1_CBOZ_CBPA	622809	623517	scaffold_5	-1
estExt_fgenesh1_pm.C_10269	3273982	3275713	scaffold_1	1
estExt_fgenesh1_pm.C_40043	790821	792901	scaffold_4	-1
Genemark1.5368_g	922088	931584	scaffold_11	1
estExt_fgenesh1_pg.C_130149	1016209	1019207	scaffold_13	-1
estExt_Genewise1Plus.C_150185	1003867	1012070	scaffold_15	1
estExt_fgenesh1_pg.C_30282	2151099	2155324	scaffold_3	-1
fgenesh1_pm.26_#_9	169074	173217	scaffold_26	-1
estExt_Genemark1.C_70208	1103869	1106555	scaffold_7	-1
Genemark1.7546_g	1258588	1261590	scaffold_18	1
estExt_fgenesh1_pg.C_230090	716332	723568	scaffold_23	1
fgenesh1_pm.6_#_60	776831	779690	scaffold_6	-1
estExt_Genewise1.C_50495	2502413	2504183	scaffold_5	1
Genemark1.1168_g	2255153	2260454	scaffold_2	-1
estExt_fgenesh1_pg.C_20342	2427569	2442315	scaffold_2	1
fgenesh1_pm.14_#_105	1258741	1260531	scaffold_14	1
estExt_Genemark1.C_150045	261323	268735	scaffold_15	1
fgenesh1_pg.12_#_147	979609	980721	scaffold_12	1
estExt_Genemark1.C_20249	1435804	1438588	scaffold_2	-1
fgenesh1_pm.4_#_265	2728141	2728395	scaffold_4	-1
Genemark1.8261_g	100638	104951	scaffold_22	-1
Genemark1.3279_g	744778	745623	scaffold_6	-1
Genemark1.2852_g	1321289	1328257	scaffold_5	1
e_gw1.4.537.1	1686595	1688238	scaffold_4	1
Genemark1.3516_g	1899875	1905387	scaffold_6	-1
estExt_fgenesh1_pg.C_110216	1467267	1481702	scaffold_11	1
estExt_Genewise1.C_100016	129730	137491	scaffold_10	1
Genemark1.4124_g	24481	25584	scaffold_8	-1
fgenesh1_pg.27_#_4	11221	18300	scaffold_27	1
estExt_Genemark1.C_160250	1271590	1275227	scaffold_16	1
fgenesh1_pg.1_#_395	2726818	2732285	scaffold_1	1
estExt_Genemark1.C_40179	1130481	1135739	scaffold_4	1
Genemark1.4577_g	663248	663882	scaffold_9	-1
estExt_fgenesh1_pg.C_60370	2483876	2495851	scaffold_6	1
Genemark1.538_g	2825591	2826350	scaffold_1	-1
estExt_fgenesh1_pg.C_100294	1906489	1908934	scaffold_10	1
Genemark1.3242_g	576838	578503	scaffold_6	-1
fgenesh1_pg.24_#_15	178458	180574	scaffold_24	1
fgenesh1_kg.13_#_84_#_1999_0_CBOZ2229.b1_CBOZ_CBPA	1381589	1383249	scaffold_13	-1
Genemark1.2733_g	751653	755923	scaffold_5	-1
estExt_fgenesh1_pm.C_40210	2361728	2362643	scaffold_4	1
Genemark1.2887_g	1507475	1507985	scaffold_5	1
Genemark1.3017_g	2254084	2256294	scaffold_5	1
e_gw1.12.360.1	112465	114048	scaffold_12	1
fgenesh1_pg.2_#_76	654114	659981	scaffold_2	-1
estExt_Genewise1.C_30240	1249271	1250208	scaffold_3	1
e_gw1.2.440.1	1268136	1270869	scaffold_2	1
estExt_fgenesh1_pg.C_10123	936315	939727	scaffold_1	1
e_gw1.40.5.1	630	1379	scaffold_40	1
estExt_fgenesh1_pg.C_20225	1680331	1686204	scaffold_2	1
estExt_fgenesh1_pg.C_90019	142882	149112	scaffold_9	1
Genemark1.351_g	1980168	1981138	scaffold_1	-1
fgenesh1_pm.16_#_126	1319196	1321519	scaffold_16	1
fgenesh1_pg.28_#_15	117228	117963	scaffold_28	1
Genemark1.2425_g	2155302	2169314	scaffold_4	1
e_gw1.2.527.1	1408532	1410470	scaffold_2	1
estExt_fgenesh1_pm.C_20025	380285	391121	scaffold_2	1
estExt_Genemark1.C_20607	3222641	3227405	scaffold_2	1
fgenesh1_pg.1_#_294	2135518	2143407	scaffold_1	-1
fgenesh1_pg.2_#_181	1371569	1372580	scaffold_2	1
e_gw1.1.525.1	2092375	2094161	scaffold_1	1
fgenesh1_pm.2_#_213	2351953	2356523	scaffold_2	-1
e_gw1.18.172.1	906641	908181	scaffold_18	1
fgenesh1_pm.10_#_149	1616414	1618276	scaffold_10	-1
estExt_fgenesh1_pm.C_40102	1447162	1447889	scaffold_4	1
Genemark1.2368_g	1928588	1931676	scaffold_4	-1
fgenesh1_pg.19_#_113	824778	826418	scaffold_19	-1
Genemark1.8770_g	404633	404989	scaffold_25	1
estExt_Genemark1.C_40268	1604195	1605627	scaffold_4	-1
fgenesh1_kg.20_#_28_#_667_1_CBOZ_CBPA	631033	633622	scaffold_20	1
estExt_fgenesh1_pm.C_80081	1130464	1132672	scaffold_8	-1
Genemark1.2636_g	263014	267265	scaffold_5	-1
gw1.1.125.1	1947332	1952989	scaffold_1	-1
fgenesh1_pg.5_#_319	2301352	2302499	scaffold_5	-1
Genemark1.253_g	1392830	1395292	scaffold_1	-1
gw1.12.410.1	1864920	1865609	scaffold_12	-1
e_gw1.2.138.1	458902	462304	scaffold_2	1
estExt_fgenesh1_pm.C_70164	1755877	1760700	scaffold_7	1
fgenesh1_pg.17_#_70	558196	575215	scaffold_17	1
Genemark1.3682_g	204805	206874	scaffold_7	-1
Genemark1.6175_g	1366123	1366704	scaffold_13	-1
e_gw1.4.715.1	1579346	1580494	scaffold_4	-1
estExt_Genewise1.C_140253	1335415	1339512	scaffold_14	-1
Genemark1.2667_g	441077	443779	scaffold_5	1
estExt_fgenesh1_pg.C_200051	397286	428351	scaffold_20	-1
fgenesh1_pg.22_#_49	375098	382261	scaffold_22	-1
fgenesh1_pg.1_#_57	405016	411524	scaffold_1	-1
e_gw1.14.269.1	114789	115668	scaffold_14	1
Genemark1.1510_g	306870	308629	scaffold_3	-1
Genemark1.305_g	1681374	1684556	scaffold_1	-1
estExt_Genewise1Plus.C_30509	2341744	2344261	scaffold_3	-1
Genemark1.5391_g	1033702	1034904	scaffold_11	1
estExt_Genewise1Plus.C_20144	756751	758644	scaffold_2	1
fgenesh1_pg.16_#_24	200541	222939	scaffold_16	1
estExt_fgenesh1_pm.C_60212	2375812	2378805	scaffold_6	1
estExt_Genewise1.C_150235	1300822	1303145	scaffold_15	1
Genemark1.7440_g	799307	799987	scaffold_18	-1
estExt_fgenesh1_pm.C_80138	1935594	1940167	scaffold_8	1
e_gw1.7.380.1	1832933	1833733	scaffold_7	-1
fgenesh1_pm.1_#_247	2920571	2923960	scaffold_1	1
estExt_fgenesh1_pg.C_60147	1029517	1033333	scaffold_6	1
e_gw1.38.2.1	2170	2796	scaffold_38	-1
e_gw1.20.259.1	728097	728774	scaffold_20	-1
fgenesh1_pg.16_#_90	615865	620699	scaffold_16	1
estExt_Genewise1.C_230065	458376	459819	scaffold_23	1
estExt_fgenesh1_pg.C_30183	1315956	1321812	scaffold_3	1
Genemark1.79_g	413219	415923	scaffold_1	-1
estExt_Genewise1Plus.C_30156	874327	884894	scaffold_3	-1
estExt_fgenesh1_pg.C_60002	36532	45777	scaffold_6	1
estExt_Genemark1.C_30153	827068	843017	scaffold_3	-1
estExt_Genemark1.C_40398	2141252	2143182	scaffold_4	1
estExt_Genemark1.C_140038	231775	240785	scaffold_14	1
e_gw1.7.423.1	1197610	1206225	scaffold_7	-1
e_gw1.19.294.1	1112029	1112729	scaffold_19	-1
Genemark1.2815_g	1161507	1163795	scaffold_5	1
Genemark1.2251_g	1396774	1403821	scaffold_4	1
fgenesh1_pm.4_#_116	1571766	1574297	scaffold_4	-1
Genemark1.7375_g	433589	437036	scaffold_18	1
fgenesh1_pg.3_#_193	1361816	1367784	scaffold_3	-1
Genemark1.5325_g	705217	707978	scaffold_11	-1
Genemark1.5077_g	1267783	1269741	scaffold_10	1
estExt_fgenesh1_pm.C_70049	747709	752485	scaffold_7	-1
e_gw1.23.104.1	376987	380330	scaffold_23	-1
estExt_fgenesh1_pm.C_30265	3048645	3049665	scaffold_3	-1
gw1.13.277.1	1554787	1555389	scaffold_13	-1
fgenesh1_pg.7_#_280	1877709	1881785	scaffold_7	-1
fgenesh1_pg.9_#_213	1424608	1426147	scaffold_9	-1
estExt_fgenesh1_pg.C_140200	1390007	1391240	scaffold_14	-1
estExt_Genewise1Plus.C_210194	1089886	1091368	scaffold_21	1
estExt_Genemark1.C_120109	582072	585575	scaffold_12	-1
fgenesh1_pm.5_#_24	325700	329462	scaffold_5	1
estExt_Genewise1Plus.C_280024	169311	170559	scaffold_28	1
fgenesh1_pm.9_#_30	374366	383268	scaffold_9	-1
estExt_fgenesh1_pm.C_140073	955299	957902	scaffold_14	-1
estExt_fgenesh1_pg.C_260011	118210	136246	scaffold_26	-1
fgenesh1_pg.4_#_377	2528650	2531286	scaffold_4	-1
fgenesh1_pg.3_#_199	1420235	1424751	scaffold_3	-1
estExt_fgenesh1_pm.C_200064	774771	776851	scaffold_20	1
fgenesh1_pg.1_#_50	338842	349124	scaffold_1	-1
estExt_Genewise1Plus.C_20702	3433157	3435199	scaffold_2	-1
fgenesh1_pg.16_#_32	265539	268240	scaffold_16	1
estExt_Genewise1.C_140270	1385915	1389713	scaffold_14	1
e_gw1.6.394.1	2182009	2182678	scaffold_6	-1
estExt_fgenesh1_pm.C_20229	2623383	2624508	scaffold_2	1
estExt_fgenesh1_pm.C_50118	1402769	1403815	scaffold_5	1
Genemark1.7244_g	1114993	1122762	scaffold_17	-1
Genemark1.167_g	953934	957452	scaffold_1	1
fgenesh1_pg.9_#_62	444241	448574	scaffold_9	1
fgenesh1_pm.4_#_143	1772211	1776658	scaffold_4	1
e_gw1.7.413.1	2422214	2429173	scaffold_7	-1
fgenesh1_pg.27_#_10	48165	50268	scaffold_27	-1
e_gw1.27.43.1	41788	41997	scaffold_27	1
Genemark1.1315_g	2994163	2994932	scaffold_2	1
estExt_Genewise1.C_200081	532566	534509	scaffold_20	-1
estExt_Genemark1.C_10614	3251841	3254938	scaffold_1	-1
estExt_fgenesh1_pg.C_130190	1373474	1377741	scaffold_13	-1
estExt_Genewise1Plus.C_110299	1362691	1365610	scaffold_11	-1
fgenesh1_pm.2_#_131	1592722	1594518	scaffold_2	1
estExt_Genemark1.C_20170	996840	999867	scaffold_2	-1
estExt_Genewise1Plus.C_70163	948393	949090	scaffold_7	-1
fgenesh1_kg.6_#_86_#_2086_1_CBOZ_CBPA	1225778	1226908	scaffold_6	1
e_gw1.6.3.1	1942	35624	scaffold_6	-1
fgenesh1_pg.27_#_24	129517	131574	scaffold_27	1
Genemark1.8277_g	208547	212023	scaffold_22	1
e_gw1.1.546.1	3296684	3298226	scaffold_1	1
fgenesh1_pg.11_#_149	1050425	1051541	scaffold_11	-1
Genemark1.8977_g	5297	5641	scaffold_35	-1
Genemark1.2183_g	1046832	1051455	scaffold_4	-1
estExt_Genewise1.C_200239	1062646	1067756	scaffold_20	-1
fgenesh1_kg.6_#_149_#_568_1_CBOZ_CBPA	2191687	2192235	scaffold_6	-1
estExt_Genewise1.C_80301	1243759	1246727	scaffold_8	1
estExt_Genemark1.C_60356	1786564	1793912	scaffold_6	1
fgenesh1_pg.5_#_72	576340	578210	scaffold_5	-1
estExt_Genewise1Plus.C_30399	1866918	1869905	scaffold_3	-1
gw1.15.222.1	98853	99674	scaffold_15	-1
estExt_Genemark1.C_30077	421792	424889	scaffold_3	-1
fgenesh1_kg.6_#_32_#_2352_1_CBOZ_CBPA	596465	598111	scaffold_6	-1
fgenesh1_pm.4_#_191	2172935	2176891	scaffold_4	1
estExt_Genewise1Plus.C_10032	99309	102270	scaffold_1	1
estExt_Genewise1Plus.C_270002	21340	22416	scaffold_27	-1
Genemark1.6190_g	1507820	1510798	scaffold_13	1
fgenesh1_kg.14_#_25_#_0_0_CBPA6696.b1_CBOZ_CBPA	532693	533816	scaffold_14	1
estExt_Genewise1Plus.C_130034	186450	189754	scaffold_13	1
estExt_fgenesh1_pg.C_10518	3653211	3656432	scaffold_1	1
e_gw1.20.14.1	579339	586620	scaffold_20	-1
e_gw1.10.308.1	534014	536392	scaffold_10	1
fgenesh1_pm.12_#_59	885926	886695	scaffold_12	1
e_gw1.2.643.1	721148	722071	scaffold_2	1
fgenesh1_kg.1_#_41_#_1726_1_CBOZ_CBPA	816445	818239	scaffold_1	1
Genemark1.8596_g	17086	23999	scaffold_24	-1
estExt_Genewise1Plus.C_110221	1035593	1037282	scaffold_11	-1
Genemark1.104_g	552250	554355	scaffold_1	-1
estExt_Genewise1Plus.C_10669	3428742	3433062	scaffold_1	-1
estExt_fgenesh1_pm.C_180043	543399	545677	scaffold_18	1
Genemark1.8969_g	7992	8396	scaffold_31	1
Genemark1.1399_g	3489725	3490944	scaffold_2	1
fgenesh1_kg.20_#_44_#_432_1_CBOZ_CBPA	899443	902557	scaffold_20	-1
estExt_fgenesh1_pg.C_40120	1003863	1009384	scaffold_4	-1
estExt_fgenesh1_pg.C_50389	2902254	2905848	scaffold_5	1
estExt_Genemark1.C_10365	2044498	2047450	scaffold_1	1
estExt_Genemark1.C_30234	1245315	1247348	scaffold_3	-1
estExt_Genewise1.C_100125	901183	902486	scaffold_10	-1
estExt_Genemark1.C_60232	1210411	1216256	scaffold_6	-1
estExt_fgenesh1_pm.C_220054	809363	811346	scaffold_22	-1
e_gw1.3.680.1	1072052	1072651	scaffold_3	1
e_gw1.9.170.1	655685	658615	scaffold_9	1
Genemark1.3451_g	1588926	1590489	scaffold_6	-1
Genemark1.6019_g	513138	518700	scaffold_13	-1
gw1.3.540.1	1531887	1532356	scaffold_3	1
estExt_fgenesh1_pm.C_30119	1380206	1382253	scaffold_3	1
estExt_Genemark1.C_20304	1715325	1717654	scaffold_2	-1
fgenesh1_pg.19_#_43	326820	330065	scaffold_19	-1
fgenesh1_kg.1_#_138_#_4585_0_CBOZ3052.g1_CBOZ_CBPA	2681028	2682092	scaffold_1	1
Genemark1.591_g	3113303	3118723	scaffold_1	1
e_gw1.12.162.1	1804636	1806725	scaffold_12	1
estExt_Genewise1Plus.C_40224	1106211	1111631	scaffold_4	-1
e_gw1.9.151.1	80756	85308	scaffold_9	-1
estExt_Genewise1Plus.C_50143	1011996	1022818	scaffold_5	-1
fgenesh1_kg.24_#_14_#_3664_2_CBOZ_CBPA	337775	338995	scaffold_24	1
fgenesh1_pg.6_#_377	2506656	2511668	scaffold_6	-1
estExt_Genemark1.C_90075	414604	416766	scaffold_9	1
Genemark1.7053_g	1314060	1316815	scaffold_16	1
estExt_fgenesh1_pg.C_130211	1625003	1629680	scaffold_13	-1
estExt_fgenesh1_pm.C_40087	1302281	1303736	scaffold_4	-1
fgenesh1_pg.9_#_271	1893121	1895006	scaffold_9	1
fgenesh1_pg.8_#_118	948623	952344	scaffold_8	1
estExt_Genewise1.C_120297	1613927	1616947	scaffold_12	1
Genemark1.6914_g	640498	642640	scaffold_16	-1
fgenesh1_kg.3_#_161_#_4068_0_CBOZ5873.g1_CBOZ_CBPA	2469793	2470465	scaffold_3	1
estExt_Genemark1.C_10157	902656	906562	scaffold_1	1
estExt_Genewise1Plus.C_140182	1139838	1144087	scaffold_14	-1
fgenesh1_pg.2_#_438	3017075	3023336	scaffold_2	-1
